order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,expected_amount,year,month,day,quarter,weekday,week_of_year,is_weekend,basket_size,avg_order_value,product_rank,top_product_flag
720,2022-05-10,Frankie,Fastfood,50,14,700,Cash,Mrs.,Morning,700,2022,5,10,2,Tuesday,19,False,14,700,2.0,True
668,2022-05-11,Aalopuri,Fastfood,20,4,80,Online,Mr.,Morning,80,2022,5,11,2,Wednesday,19,False,4,80,6.0,False
119,2022-05-12,Panipuri,Fastfood,20,10,200,Cash,Mr.,Evening,200,2022,5,12,2,Thursday,19,False,10,200,5.0,True
95,2022-05-12,Sugarcane Juice,Beverages,25,8,200,Online,Mr.,Night,200,2022,5,12,2,Thursday,19,False,8,200,4.0,True
944,2022-05-12,Aalopuri,Fastfood,20,2,40,Cash,Mr.,Midnight,40,2022,5,12,2,Thursday,19,False,2,40,6.0,False
582,2022-05-12,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Morning,260,2022,5,12,2,Thursday,19,False,13,260,6.0,False
344,2022-05-13,Cold Coffee,Beverages,40,14,560,Cash,Mr.,Night,560,2022,5,13,2,Friday,19,False,14,560,3.0,True
220,2022-05-13,Sugarcane Juice,Beverages,25,1,25,Cash,Mr.,Afternoon,25,2022,5,13,2,Friday,19,False,1,25,4.0,True
92,2022-05-13,Aalopuri,Fastfood,20,15,300,Cash,Mr.,Afternoon,300,2022,5,13,2,Friday,19,False,15,300,6.0,False
547,2022-05-14,Cold Coffee,Beverages,40,10,400,Online,Mr.,Morning,400,2022,5,14,2,Saturday,19,True,10,400,3.0,True
688,2022-05-14,Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon,250,2022,5,14,2,Saturday,19,True,5,250,2.0,True
39,2022-05-14,Vadapav,Fastfood,20,2,40,Online,Mr.,Evening,40,2022,5,14,2,Saturday,19,True,2,40,7.0,False
637,2022-05-14,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight,140,2022,5,14,2,Saturday,19,True,7,140,6.0,False
529,2022-05-15,Aalopuri,Fastfood,20,12,240,Unknown,Mrs.,Afternoon,240,2022,5,15,2,Sunday,19,True,12,240,6.0,False
917,2022-05-15,Vadapav,Fastfood,20,15,300,Online,Mr.,Evening,300,2022,5,15,2,Sunday,19,True,15,300,7.0,False
67,2022-05-15,Aalopuri,Fastfood,20,9,180,Cash,Mr.,Midnight,180,2022,5,15,2,Sunday,19,True,9,180,6.0,False
945,2022-05-15,Cold Coffee,Beverages,40,2,80,Online,Mrs.,Afternoon,80,2022,5,15,2,Sunday,19,True,2,80,3.0,True
469,2022-05-15,Sandwich,Fastfood,60,7,420,Online,Mrs.,Morning,420,2022,5,15,2,Sunday,19,True,7,420,1.0,True
158,2022-05-16,Aalopuri,Fastfood,20,2,40,Unknown,Mr.,Midnight,40,2022,5,16,2,Monday,20,False,2,40,6.0,False
534,2022-05-16,Vadapav,Fastfood,20,2,40,Online,Mrs.,Night,40,2022,5,16,2,Monday,20,False,2,40,7.0,False
51,2022-05-16,Frankie,Fastfood,50,15,750,Online,Mrs.,Morning,750,2022,5,16,2,Monday,20,False,15,750,2.0,True
282,2022-05-16,Vadapav,Fastfood,20,13,260,Unknown,Mrs.,Morning,260,2022,5,16,2,Monday,20,False,13,260,7.0,False
147,2022-05-17,Panipuri,Fastfood,20,7,140,Online,Mr.,Evening,140,2022,5,17,2,Tuesday,20,False,7,140,5.0,True
962,2022-05-18,Frankie,Fastfood,50,13,650,Online,Mrs.,Afternoon,650,2022,5,18,2,Wednesday,20,False,13,650,2.0,True
353,2022-05-18,Vadapav,Fastfood,20,4,80,Online,Mrs.,Midnight,80,2022,5,18,2,Wednesday,20,False,4,80,7.0,False
837,2022-05-19,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight,140,2022,5,19,2,Thursday,20,False,7,140,6.0,False
677,2022-05-19,Cold Coffee,Beverages,40,3,120,Online,Mrs.,Morning,120,2022,5,19,2,Thursday,20,False,3,120,3.0,True
450,2022-05-20,Sugarcane Juice,Beverages,25,1,25,Online,Mr.,Morning,25,2022,5,20,2,Friday,20,False,1,25,4.0,True
191,2022-05-20,Sugarcane Juice,Beverages,25,14,350,Cash,Mrs.,Morning,350,2022,5,20,2,Friday,20,False,14,350,4.0,True
685,2022-05-20,Aalopuri,Fastfood,20,3,60,Cash,Mrs.,Afternoon,60,2022,5,20,2,Friday,20,False,3,60,6.0,False
377,2022-05-20,Sugarcane Juice,Beverages,25,3,75,Online,Mrs.,Evening,75,2022,5,20,2,Friday,20,False,3,75,4.0,True
652,2022-05-21,Cold Coffee,Beverages,40,13,520,Online,Mrs.,Afternoon,520,2022,5,21,2,Saturday,20,True,13,520,3.0,True
817,2022-05-21,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Evening,240,2022,5,21,2,Saturday,20,True,12,240,6.0,False
979,2022-05-21,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Midnight,260,2022,5,21,2,Saturday,20,True,13,260,6.0,False
427,2022-05-21,Sandwich,Fastfood,60,2,120,Online,Mr.,Afternoon,120,2022,5,21,2,Saturday,20,True,2,120,1.0,True
798,2022-05-22,Frankie,Fastfood,50,12,600,Unknown,Mr.,Night,600,2022,5,22,2,Sunday,20,True,12,600,2.0,True
586,2022-05-22,Sandwich,Fastfood,60,15,900,Online,Mr.,Night,900,2022,5,22,2,Sunday,20,True,15,900,1.0,True
35,2022-05-22,Vadapav,Fastfood,20,8,160,Cash,Mr.,Morning,160,2022,5,22,2,Sunday,20,True,8,160,7.0,False
958,2022-05-22,Sandwich,Fastfood,60,11,660,Online,Mrs.,Night,660,2022,5,22,2,Sunday,20,True,11,660,1.0,True
806,2022-05-23,Vadapav,Fastfood,20,3,60,Online,Mr.,Evening,60,2022,5,23,2,Monday,21,False,3,60,7.0,False
678,2022-05-23,Aalopuri,Fastfood,20,3,60,Online,Mr.,Evening,60,2022,5,23,2,Monday,21,False,3,60,6.0,False
80,2022-05-24,Frankie,Fastfood,50,13,650,Cash,Mr.,Evening,650,2022,5,24,2,Tuesday,21,False,13,650,2.0,True
633,2022-05-24,Cold Coffee,Beverages,40,3,120,Online,Mr.,Evening,120,2022,5,24,2,Tuesday,21,False,3,120,3.0,True
842,2022-05-25,Panipuri,Fastfood,20,2,40,Cash,Mrs.,Evening,40,2022,5,25,2,Wednesday,21,False,2,40,5.0,True
834,2022-05-25,Sugarcane Juice,Beverages,25,14,350,Cash,Mr.,Evening,350,2022,5,25,2,Wednesday,21,False,14,350,4.0,True
881,2022-05-25,Sandwich,Fastfood,60,2,120,Cash,Mr.,Midnight,120,2022,5,25,2,Wednesday,21,False,2,120,1.0,True
352,2022-05-25,Frankie,Fastfood,50,11,550,Cash,Mrs.,Night,550,2022,5,25,2,Wednesday,21,False,11,550,2.0,True
356,2022-05-26,Sugarcane Juice,Beverages,25,14,350,Cash,Mrs.,Night,350,2022,5,26,2,Thursday,21,False,14,350,4.0,True
43,2022-05-26,Vadapav,Fastfood,20,1,20,Cash,Mr.,Night,20,2022,5,26,2,Thursday,21,False,1,20,7.0,False
23,2022-05-26,Sandwich,Fastfood,60,3,180,Online,Mr.,Midnight,180,2022,5,26,2,Thursday,21,False,3,180,1.0,True
781,2022-05-27,Aalopuri,Fastfood,20,10,200,Online,Mr.,Midnight,200,2022,5,27,2,Friday,21,False,10,200,6.0,False
433,2022-05-27,Panipuri,Fastfood,20,14,280,Online,Mrs.,Evening,280,2022,5,27,2,Friday,21,False,14,280,5.0,True
487,2022-05-27,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Midnight,540,2022,5,27,2,Friday,21,False,9,540,1.0,True
648,2022-05-27,Sandwich,Fastfood,60,7,420,Cash,Mr.,Night,420,2022,5,27,2,Friday,21,False,7,420,1.0,True
540,2022-05-27,Vadapav,Fastfood,20,13,260,Cash,Mr.,Afternoon,260,2022,5,27,2,Friday,21,False,13,260,7.0,False
630,2022-05-27,Frankie,Fastfood,50,7,350,Unknown,Mrs.,Morning,350,2022,5,27,2,Friday,21,False,7,350,2.0,True
304,2022-05-28,Vadapav,Fastfood,20,15,300,Online,Mr.,Morning,300,2022,5,28,2,Saturday,21,True,15,300,7.0,False
370,2022-05-28,Panipuri,Fastfood,20,5,100,Unknown,Mrs.,Midnight,100,2022,5,28,2,Saturday,21,True,5,100,5.0,True
1000,2022-05-29,Aalopuri,Fastfood,20,3,60,Online,Mrs.,Midnight,60,2022,5,29,2,Sunday,21,True,3,60,6.0,False
87,2022-05-29,Aalopuri,Fastfood,20,8,160,Cash,Mr.,Night,160,2022,5,29,2,Sunday,21,True,8,160,6.0,False
923,2022-05-30,Cold Coffee,Beverages,40,3,120,Online,Mr.,Morning,120,2022,5,30,2,Monday,22,False,3,120,3.0,True
653,2022-05-30,Frankie,Fastfood,50,10,500,Online,Mrs.,Midnight,500,2022,5,30,2,Monday,22,False,10,500,2.0,True
491,2022-05-31,Vadapav,Fastfood,20,2,40,Online,Mrs.,Midnight,40,2022,5,31,2,Tuesday,22,False,2,40,7.0,False
583,2022-05-31,Frankie,Fastfood,50,8,400,Cash,Mr.,Night,400,2022,5,31,2,Tuesday,22,False,8,400,2.0,True
166,2022-06-01,Panipuri,Fastfood,20,6,120,Cash,Mrs.,Evening,120,2022,6,1,2,Wednesday,22,False,6,120,5.0,True
340,2022-06-02,Cold Coffee,Beverages,40,4,160,Cash,Mrs.,Evening,160,2022,6,2,2,Thursday,22,False,4,160,3.0,True
752,2022-06-04,Panipuri,Fastfood,20,2,40,Online,Mrs.,Morning,40,2022,6,4,2,Saturday,22,True,2,40,5.0,True
647,2022-06-05,Vadapav,Fastfood,20,3,60,Cash,Mr.,Afternoon,60,2022,6,5,2,Sunday,22,True,3,60,7.0,False
538,2022-06-05,Panipuri,Fastfood,20,7,140,Online,Mr.,Morning,140,2022,6,5,2,Sunday,22,True,7,140,5.0,True
241,2022-06-06,Sugarcane Juice,Beverages,25,2,50,Cash,Mr.,Afternoon,50,2022,6,6,2,Monday,23,False,2,50,4.0,True
739,2022-06-06,Aalopuri,Fastfood,20,11,220,Online,Mr.,Night,220,2022,6,6,2,Monday,23,False,11,220,6.0,False
929,2022-06-06,Frankie,Fastfood,50,9,450,Online,Mrs.,Night,450,2022,6,6,2,Monday,23,False,9,450,2.0,True
832,2022-06-06,Sugarcane Juice,Beverages,25,4,100,Cash,Mr.,Morning,100,2022,6,6,2,Monday,23,False,4,100,4.0,True
973,2022-06-07,Sugarcane Juice,Beverages,25,1,25,Unknown,Mrs.,Morning,25,2022,6,7,2,Tuesday,23,False,1,25,4.0,True
769,2022-06-07,Frankie,Fastfood,50,8,400,Cash,Mr.,Morning,400,2022,6,7,2,Tuesday,23,False,8,400,2.0,True
459,2022-06-08,Vadapav,Fastfood,20,14,280,Cash,Mr.,Night,280,2022,6,8,2,Wednesday,23,False,14,280,7.0,False
123,2022-06-09,Cold Coffee,Beverages,40,6,240,Online,Mr.,Evening,240,2022,6,9,2,Thursday,23,False,6,240,3.0,True
181,2022-06-09,Cold Coffee,Beverages,40,7,280,Cash,Mrs.,Night,280,2022,6,9,2,Thursday,23,False,7,280,3.0,True
876,2022-06-10,Cold Coffee,Beverages,40,8,320,Online,Mrs.,Evening,320,2022,6,10,2,Friday,23,False,8,320,3.0,True
9,2022-06-10,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Morning,20,2022,6,10,2,Friday,23,False,1,20,5.0,True
613,2022-06-10,Vadapav,Fastfood,20,5,100,Online,Mrs.,Night,100,2022,6,10,2,Friday,23,False,5,100,7.0,False
463,2022-06-11,Sandwich,Fastfood,60,6,360,Online,Mr.,Midnight,360,2022,6,11,2,Saturday,23,True,6,360,1.0,True
778,2022-06-11,Frankie,Fastfood,50,13,650,Cash,Mr.,Evening,650,2022,6,11,2,Saturday,23,True,13,650,2.0,True
60,2022-06-11,Cold Coffee,Beverages,40,2,80,Online,Mr.,Night,80,2022,6,11,2,Saturday,23,True,2,80,3.0,True
140,2022-06-12,Frankie,Fastfood,50,13,650,Cash,Mr.,Night,650,2022,6,12,2,Sunday,23,True,13,650,2.0,True
922,2022-06-13,Frankie,Fastfood,50,5,250,Online,Mrs.,Evening,250,2022,6,13,2,Monday,24,False,5,250,2.0,True
561,2022-06-13,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Midnight,20,2022,6,13,2,Monday,24,False,1,20,5.0,True
732,2022-06-13,Panipuri,Fastfood,20,7,140,Unknown,Mrs.,Midnight,140,2022,6,13,2,Monday,24,False,7,140,5.0,True
807,2022-06-13,Frankie,Fastfood,50,1,50,Online,Mrs.,Midnight,50,2022,6,13,2,Monday,24,False,1,50,2.0,True
985,2022-06-14,Frankie,Fastfood,50,1,50,Cash,Mrs.,Afternoon,50,2022,6,14,2,Tuesday,24,False,1,50,2.0,True
141,2022-06-15,Aalopuri,Fastfood,20,4,80,Unknown,Mr.,Evening,80,2022,6,15,2,Wednesday,24,False,4,80,6.0,False
765,2022-06-15,Sandwich,Fastfood,60,13,780,Cash,Mr.,Night,780,2022,6,15,2,Wednesday,24,False,13,780,1.0,True
